name,version,filename,python_version
certbot-dns-dnsmadeeasy,2.4.0,certbot-dns-dnsmadeeasy-2.4.0.tar.gz,source
certbot-dns-gehirn,2.4.0,certbot-dns-gehirn-2.4.0.tar.gz,source
certbot-dns-google,2.4.0,certbot-dns-google-2.4.0.tar.gz,source
certbot-dns-linode,2.4.0,certbot-dns-linode-2.4.0.tar.gz,source
certbot-dns-luadns,2.4.0,certbot-dns-luadns-2.4.0.tar.gz,source
certbot-dns-nsone,2.4.0,certbot-dns-nsone-2.4.0.tar.gz,source
certbot-dns-ovh,2.4.0,certbot-dns-ovh-2.4.0.tar.gz,source
certbot-dns-rfc2136,2.4.0,certbot-dns-rfc2136-2.4.0.tar.gz,source
certbot-dns-route53,2.4.0,certbot-dns-route53-2.4.0.tar.gz,source
certbot-dns-sakuracloud,2.4.0,certbot-dns-sakuracloud-2.4.0.tar.gz,source
certbot-nginx,2.4.0,certbot-nginx-2.4.0.tar.gz,source
peeringdb,1.5.0,peeringdb-1.5.0.tar.gz,source
django-peeringdb,2.16.0,django-peeringdb-2.16.0.tar.gz,source
Weblate,4.16.2,Weblate-4.16.2.tar.gz,source
alembic,1.10.2,alembic-1.10.2.tar.gz,source
acme,2.4.0,acme-2.4.0.tar.gz,source
yawsso,1.1.0,yawsso-1.1.0.tar.gz,source
python-daemon,3.0.1,python-daemon-3.0.1.tar.gz,source
chval,1.1.1,chval-1.1.1.tar.gz,source
zcatalyst-runtime-39,0.0.1,zcatalyst_runtime_39-0.0.1.tar.gz,source
confget,5.1.0,confget-5.1.0.tar.gz,source
gnuhealth-all-modules,4.2.0,gnuhealth-all-modules-4.2.0.tar.gz,source
Django,3.2.18,Django-3.2.18.tar.gz,source
Django,4.0.10,Django-4.0.10.tar.gz,source
Django,4.1.7,Django-4.1.7.tar.gz,source
finance-autofill,0.0.1,finance-autofill-0.0.1.tar.gz,source
finance-autofill,0.0.2,finance-autofill-0.0.2.tar.gz,source
certbot,2.3.0,certbot-2.3.0.tar.gz,source
certbot-apache,2.3.0,certbot-apache-2.3.0.tar.gz,source
certbot-dns-cloudflare,2.3.0,certbot-dns-cloudflare-2.3.0.tar.gz,source
certbot-dns-digitalocean,2.3.0,certbot-dns-digitalocean-2.3.0.tar.gz,source
certbot-dns-dnsimple,2.3.0,certbot-dns-dnsimple-2.3.0.tar.gz,source
certbot-dns-dnsmadeeasy,2.3.0,certbot-dns-dnsmadeeasy-2.3.0.tar.gz,source
certbot-dns-gehirn,2.3.0,certbot-dns-gehirn-2.3.0.tar.gz,source
certbot-dns-google,2.3.0,certbot-dns-google-2.3.0.tar.gz,source
certbot-dns-linode,2.3.0,certbot-dns-linode-2.3.0.tar.gz,source
certbot-dns-luadns,2.3.0,certbot-dns-luadns-2.3.0.tar.gz,source
certbot-dns-nsone,2.3.0,certbot-dns-nsone-2.3.0.tar.gz,source
certbot-dns-ovh,2.3.0,certbot-dns-ovh-2.3.0.tar.gz,source
certbot-dns-rfc2136,2.3.0,certbot-dns-rfc2136-2.3.0.tar.gz,source
certbot-dns-route53,2.3.0,certbot-dns-route53-2.3.0.tar.gz,source
certbot-dns-sakuracloud,2.3.0,certbot-dns-sakuracloud-2.3.0.tar.gz,source
certbot-nginx,2.3.0,certbot-nginx-2.3.0.tar.gz,source
acme,2.3.0,acme-2.3.0.tar.gz,source
line-profiler,4.0.3,line_profiler-4.0.3.tar.gz,source
foxglove,0.1.6,foxglove-0.1.6.tar.gz,source
matplotlib,3.7.1,matplotlib-3.7.1.tar.gz,source
trytond-gis,6.0.2,trytond_gis-6.0.2.tar.gz,source
trytond-gis,6.6.1,trytond_gis-6.6.1.tar.gz,source
trytond-gis,6.4.1,trytond_gis-6.4.1.tar.gz,source
trytond-production,5.0.5,trytond_production-5.0.5.tar.gz,source
trytond-production,6.6.1,trytond_production-6.6.1.tar.gz,source
trytond-product-cost-history,6.6.1,trytond_product_cost_history-6.6.1.tar.gz,source
trytond-stock-supply,6.6.2,trytond_stock_supply-6.6.2.tar.gz,source
trytond-production,6.0.5,trytond_production-6.0.5.tar.gz,source
trytond-stock-supply,6.0.5,trytond_stock_supply-6.0.5.tar.gz,source
trytond-production,6.4.3,trytond_production-6.4.3.tar.gz,source
trytond-product-cost-history,6.4.2,trytond_product_cost_history-6.4.2.tar.gz,source
trytond-stock-supply,6.4.4,trytond_stock_supply-6.4.4.tar.gz,source
trytond-stock-package-shipping,5.0.5,trytond_stock_package_shipping-5.0.5.tar.gz,source
trytond-account-dunning-fee,5.0.4,trytond_account_dunning_fee-5.0.4.tar.gz,source
trytond-account-dunning-fee,6.6.1,trytond_account_dunning_fee-6.6.1.tar.gz,source
trytond-stock-package-shipping,6.6.1,trytond_stock_package_shipping-6.6.1.tar.gz,source
trytond-stock-package-shipping,6.0.1,trytond_stock_package_shipping-6.0.1.tar.gz,source
trytond-account-dunning-fee,6.0.1,trytond_account_dunning_fee-6.0.1.tar.gz,source
trytond-account-dunning-fee,6.4.2,trytond_account_dunning_fee-6.4.2.tar.gz,source
trytond-stock-package-shipping,6.4.2,trytond_stock_package_shipping-6.4.2.tar.gz,source
trytond-sale-subscription,5.0.7,trytond_sale_subscription-5.0.7.tar.gz,source
trytond-sale-credit-limit,5.0.4,trytond_sale_credit_limit-5.0.4.tar.gz,source
trytond-sale,5.0.13,trytond_sale-5.0.13.tar.gz,source
trytond-purchase,5.0.13,trytond_purchase-5.0.13.tar.gz,source
trytond-analytic-sale,5.0.4,trytond_analytic_sale-5.0.4.tar.gz,source
trytond-analytic-purchase,5.0.4,trytond_analytic_purchase-5.0.4.tar.gz,source
trytond-account-invoice,5.0.18,trytond_account_invoice-5.0.18.tar.gz,source
trytond-account-fr,5.0.5,trytond_account_fr-5.0.5.tar.gz,source
trytond-sale-supply-drop-shipment,5.0.12,trytond_sale_supply_drop_shipment-5.0.12.tar.gz,source
trytond-product-kit,6.6.4,trytond_product_kit-6.6.4.tar.gz,source
trytond-web-shop-shopify,6.6.1,trytond_web_shop_shopify-6.6.1.tar.gz,source
trytond-sale-point,6.6.1,trytond_sale_point-6.6.1.tar.gz,source
trytond-sale-credit-limit,6.6.1,trytond_sale_credit_limit-6.6.1.tar.gz,source
trytond-sale,6.6.1,trytond_sale-6.6.1.tar.gz,source
trytond-purchase,6.6.2,trytond_purchase-6.6.2.tar.gz,source
trytond-commission,6.6.1,trytond_commission-6.6.1.tar.gz,source
trytond-analytic-sale,6.6.1,trytond_analytic_sale-6.6.1.tar.gz,source
trytond-analytic-purchase,6.6.1,trytond_analytic_purchase-6.6.1.tar.gz,source
trytond-account-payment-stripe,6.6.2,trytond_account_payment_stripe-6.6.2.tar.gz,source
trytond-account-invoice,6.6.3,trytond_account_invoice-6.6.3.tar.gz,source
trytond-account-fr,6.6.1,trytond_account_fr-6.6.1.tar.gz,source
trytond-account-es-sii,6.6.2,trytond_account_es_sii-6.6.2.tar.gz,source
trytond-sale-supply-drop-shipment,6.6.3,trytond_sale_supply_drop_shipment-6.6.3.tar.gz,source
trytond-sale-subscription,6.6.1,trytond_sale_subscription-6.6.1.tar.gz,source
trytond-product-kit,6.0.12,trytond_product_kit-6.0.12.tar.gz,source
trytond-sale-subscription,6.0.3,trytond_sale_subscription-6.0.3.tar.gz,source
trytond-sale-credit-limit,6.0.1,trytond_sale_credit_limit-6.0.1.tar.gz,source
trytond-sale,6.0.10,trytond_sale-6.0.10.tar.gz,source
trytond-purchase,6.0.10,trytond_purchase-6.0.10.tar.gz,source
trytond-analytic-sale,6.0.1,trytond_analytic_sale-6.0.1.tar.gz,source
trytond-analytic-purchase,6.0.1,trytond_analytic_purchase-6.0.1.tar.gz,source
trytond-account-payment-stripe,6.0.6,trytond_account_payment_stripe-6.0.6.tar.gz,source
trytond-account-invoice,6.0.9,trytond_account_invoice-6.0.9.tar.gz,source
trytond-account-fr,6.0.1,trytond_account_fr-6.0.1.tar.gz,source
trytond-sale-supply-drop-shipment,6.0.5,trytond_sale_supply_drop_shipment-6.0.5.tar.gz,source
trytond-product-kit,6.4.6,trytond_product_kit-6.4.6.tar.gz,source
trytond-web-shop-shopify,6.4.3,trytond_web_shop_shopify-6.4.3.tar.gz,source
trytond-sale-point,6.4.4,trytond_sale_point-6.4.4.tar.gz,source
trytond-sale-credit-limit,6.4.2,trytond_sale_credit_limit-6.4.2.tar.gz,source
trytond-sale,6.4.6,trytond_sale-6.4.6.tar.gz,source
trytond-purchase,6.4.5,trytond_purchase-6.4.5.tar.gz,source
trytond-commission,6.4.2,trytond_commission-6.4.2.tar.gz,source
trytond-analytic-sale,6.4.2,trytond_analytic_sale-6.4.2.tar.gz,source
trytond-analytic-purchase,6.4.2,trytond_analytic_purchase-6.4.2.tar.gz,source
trytond-account-payment-stripe,6.4.4,trytond_account_payment_stripe-6.4.4.tar.gz,source
trytond-account-invoice,6.4.5,trytond_account_invoice-6.4.5.tar.gz,source
trytond-account-fr,6.4.2,trytond_account_fr-6.4.2.tar.gz,source
trytond-account-es-sii,6.4.4,trytond_account_es_sii-6.4.4.tar.gz,source
trytond-sale-supply-drop-shipment,6.4.3,trytond_sale_supply_drop_shipment-6.4.3.tar.gz,source
trytond-sale-subscription,6.4.2,trytond_sale_subscription-6.4.2.tar.gz,source
tryton,5.0.54,tryton-5.0.54.tar.gz,source
tryton,6.6.6,tryton-6.6.6.tar.gz,source
tryton,6.0.26,tryton-6.0.26.tar.gz,source
tryton,6.4.11,tryton-6.4.11.tar.gz,source
python-daemon,3.0.0,python-daemon-3.0.0.tar.gz,source
tqdm,4.65.0,tqdm-4.65.0.tar.gz,source
dxpy,0.341.0,dxpy-0.341.0.tar.gz,source
ods-tools,2.1.0,ods_tools-2.1.0.tar.gz,source
ods-tools,2.1,ods_tools-2.1.tar.gz,source
ods-tools,2.1.0,ods_tools-2.1.0.post1.tar.gz,source
nabu,2021.2.2,nabu-2021.2.2.tar.gz,source
dtai-veritas,0.1,dtai-veritas-0.1.tar.gz,source
amazon.ion,0.9.1,amazon.ion-0.9.1.tar.gz,source
squad,1.48.2,squad-1.48.2.tar.gz,source
dxpy,0.320.0,dxpy-0.320.0.tar.gz,source
breathe,4.32.0,breathe-4.32.0.tar.gz,source
clana,0.4.1,clana-0.4.1.tar.gz,source
urlscan,0.9.9,urlscan-0.9.9.tar.gz,source
elasticsearch-faker,0.1.3,elasticsearch-faker-0.1.3.tar.gz,source
elasticsearch-faker,0.1.0,elasticsearch-faker-0.1.0.tar.gz,source
elasticsearch-faker,0.1.1,elasticsearch-faker-0.1.1.tar.gz,source
elasticsearch-faker,0.1.2,elasticsearch-faker-0.1.2.tar.gz,source
xdotoolp,0.1.0,xdotoolp-0.1.0.tar.gz,source
xdotoolp,0.1.1,xdotoolp-0.1.1.tar.gz,source
pytest-docker-haproxy-fixtures,0.1.0,pytest_docker_haproxy_fixtures-0.1.0.tar.gz,source
pytest-docker-haproxy-fixtures,0.1.1,pytest_docker_haproxy_fixtures-0.1.1.tar.gz,source
pytest-docker-haproxy-fixtures,0.2.0,pytest_docker_haproxy_fixtures-0.2.0.tar.gz,source
pytest-docker-registry-fixtures,0.3.0,pytest_docker_registry_fixtures-0.3.0.tar.gz,source
pytest-docker-haproxy-fixtures,0.1.2,pytest_docker_haproxy_fixtures-0.1.2.tar.gz,source
pip2conda,0.1.0,pip2conda-0.1.0.tar.gz,source
dqsegdb2,1.1.0,dqsegdb2-1.1.0.tar.gz,source
dqsegdb2,1.1.1,dqsegdb2-1.1.1.tar.gz,source
snallygaster,0.0.12,snallygaster-0.0.12.tar.gz,source
freewvs,0.1.2,freewvs-0.1.2.tar.gz,source
jomiel,1.2.0,jomiel-1.2.0.tar.gz,source
postqf,0.3,postqf-0.3.tar.gz,source
scherbelberg,0.0.1,scherbelberg-0.0.1.tar.gz,source
scherbelberg,0.0.2,scherbelberg-0.0.2.tar.gz,source
scherbelberg,0.0.3,scherbelberg-0.0.3.tar.gz,source
certbot-acme-dns,0.1.1,certbot-acme-dns-0.1.1.tar.gz,source
foxglove,0.1.3,foxglove-0.1.3.tar.gz,source
diffoscope,202,diffoscope-202.tar.gz,source
beancountswedbank,0.2.0,beancountswedbank-0.2.0.tar.gz,source
osrf-pycommon,1.0.2,osrf_pycommon-1.0.2.tar.gz,source
osrf-pycommon,2.0.0,osrf_pycommon-2.0.0.tar.gz,source
mercurial,6.0.2,mercurial-6.0.2.tar.gz,source
image-cleaner,0.1.3,image_cleaner-0.1.3.tar.gz,source
pypushflow,0.3.0b4,pypushflow-0.3.0b4.tar.gz,source
pypushflow,0.3.0b3,pypushflow-0.3.0b3.tar.gz,source
ewokscore,0.0.9a0,ewokscore-0.0.9a0.tar.gz,source
pypushflow,0.3.0b5,pypushflow-0.3.0b5.tar.gz,source
ewoksppf,0.0.3a3,ewoksppf-0.0.3a3.tar.gz,source
ansible,5.3.0,ansible-5.3.0.tar.gz,source
magic-folder,22.1.0,magic_folder-22.1.0.tar.gz,source
heroprotocol,2.55.1.87306,heroprotocol-2.55.1.87306.tar.gz,source
nvchecker,2.6,nvchecker-2.6.tar.gz,source
enough,2.1.40,enough-2.1.40.tar.gz,source
xml2rfc,3.12.1,xml2rfc-3.12.1.tar.gz,source
pass-audit,1.2,pass-audit-1.2.tar.gz,source
trytond,6.2.4,trytond-6.2.4.tar.gz,source
trytond,6.0.14,trytond-6.0.14.tar.gz,source
limnoria,2022.1.29,limnoria-2022.1.29.tar.gz,source
trytond-country,6.2.1,trytond_country-6.2.1.tar.gz,source
trytond-country,6.0.2,trytond_country-6.0.2.tar.gz,source
trytond-stock-shipment-measurements,5.0.4,trytond_stock_shipment_measurements-5.0.4.tar.gz,source
trytond-stock-shipment-measurements,6.2.1,trytond_stock_shipment_measurements-6.2.1.tar.gz,source
trytond-stock-shipment-measurements,6.0.1,trytond_stock_shipment_measurements-6.0.1.tar.gz,source
trytond-sale-supply-drop-shipment,5.0.10,trytond_sale_supply_drop_shipment-5.0.10.tar.gz,source
trytond-account-stock-continental,5.0.5,trytond_account_stock_continental-5.0.5.tar.gz,source
trytond-account-payment,5.0.8,trytond_account_payment-5.0.8.tar.gz,source
trytond-account,5.0.21,trytond_account-5.0.21.tar.gz,source
trytond-sale-supply-drop-shipment,6.2.1,trytond_sale_supply_drop_shipment-6.2.1.tar.gz,source
trytond-sale-supply-drop-shipment,6.0.3,trytond_sale_supply_drop_shipment-6.0.3.tar.gz,source
trytond-sale-point,6.2.2,trytond_sale_point-6.2.2.tar.gz,source
trytond-account-stock-continental,6.2.2,trytond_account_stock_continental-6.2.2.tar.gz,source
trytond-account-stock-continental,6.0.3,trytond_account_stock_continental-6.0.3.tar.gz,source
trytond-account-statement,6.2.2,trytond_account_statement-6.2.2.tar.gz,source
trytond-account-statement,6.0.3,trytond_account_statement-6.0.3.tar.gz,source
trytond-account-payment,6.2.1,trytond_account_payment-6.2.1.tar.gz,source
trytond-account-payment,6.0.2,trytond_account_payment-6.0.2.tar.gz,source
trytond-account,6.2.3,trytond_account-6.2.3.tar.gz,source
trytond-account,6.0.7,trytond_account-6.0.7.tar.gz,source
m9s-product-variant,6.0.0,m9s_product_variant-6.0.0.tar.gz,source
m9s-account-tax-recapitulative-statement,6.0.0,m9s_account_tax_recapitulative_statement-6.0.0.tar.gz,source
m9s-account-tax-reverse-charge,6.0.0,m9s_account_tax_reverse_charge-6.0.0.tar.gz,source
m9s-account-de-skr03,6.0.1,m9s_account_de_skr03-6.0.1.tar.gz,source
m9s-party-type,6.0.0,m9s_party_type-6.0.0.tar.gz,source
m9s-party-address-type-strict,6.0.0,m9s_party_address_type_strict-6.0.0.tar.gz,source
m9s-party-vcarddav,6.0.0,m9s_party_vcarddav-6.0.0.tar.gz,source
m9s-sale-available-stock,6.0.0,m9s_sale_available_stock-6.0.0.tar.gz,source
m9s-sale-supply-state,6.0.0,m9s_sale_supply_state-6.0.0.tar.gz,source
m9s-account-de,6.0.0,m9s_account_de-6.0.0.tar.gz,source
m9s-purchase-supplier-lead-time,6.0.0,m9s_purchase_supplier_lead_time-6.0.0.tar.gz,source
m9s-country-zip,6.0.0,m9s_country_zip-6.0.0.tar.gz,source
m9s-newsletter,6.0.0,m9s_newsletter-6.0.0.tar.gz,source
m9s-webdav,6.0.0,m9s_webdav-6.0.0.tar.gz,source
trytond-sale-payment,5.0.5,trytond_sale_payment-5.0.5.tar.gz,source
trytond-sale-payment,6.2.1,trytond_sale_payment-6.2.1.tar.gz,source
trytond-sale-payment,6.0.1,trytond_sale_payment-6.0.1.tar.gz,source
django-xicon,0.22.2,django-xicon-0.22.2.zip,source
django-contrib-comments,2.2.0,django-contrib-comments-2.2.0.tar.gz,source
Django,2.2.27,Django-2.2.27.tar.gz,source
Django,3.2.12,Django-3.2.12.tar.gz,source
Django,4.0.2,Django-4.0.2.tar.gz,source
web2ldap,1.7.0,web2ldap-1.7.0.tar.gz,source
gwdatafind,1.0.5,gwdatafind-1.0.5.tar.gz,source
alembic,1.7.6,alembic-1.7.6.tar.gz,source
utf8-locale,0.2.0,utf8-locale-0.2.0.tar.gz,source
tox-delay,0.1.0,tox-delay-0.1.0.tar.gz,source
sagemaker-inference,1.5.10,sagemaker_inference-1.5.10.tar.gz,source
sagemaker-inference,1.5.11,sagemaker_inference-1.5.11.tar.gz,source
sagemaker-training,4.0.1,sagemaker_training-4.0.1.tar.gz,source
pyFAI,0.21.1,pyFAI-0.21.1.tar.gz,source
minio,7.1.3,minio-7.1.3.tar.gz,source
python-icat,0.21.0,python-icat-0.21.0.tar.gz,source
scipy,1.8.0rc4,scipy-1.8.0rc4.tar.gz,source
tryton,6.2.4,tryton-6.2.4.tar.gz,source
tryton,6.0.13,tryton-6.0.13.tar.gz,source
pycryptodomex,3.14.0,pycryptodomex-3.14.0.tar.gz,source
pycryptodome,3.14.0,pycryptodome-3.14.0.tar.gz,source
trytond,5.0.44,trytond-5.0.44.tar.gz,source
inmanta-dev-dependencies,2.1.0,inmanta-dev-dependencies-2.1.0.tar.gz,source
apache-flink-statefun,3.2.0,apache-flink-statefun-3.2.0.tar.gz,source
veusz,3.6,veusz-3.6.tar.gz,source
veusz,3.6.1,veusz-3.6.1.tar.gz,source
foxglove,0.1.4,foxglove-0.1.4.tar.gz,source
dkimpy,1.1.0,dkimpy-1.1.0.tar.gz,source
pyslurmutils,0.0.5a0,pyslurmutils-0.0.5a0.tar.gz,source
feed2fedi,0.1.0,feed2fedi-0.1.0.tar.gz,source
minio,7.1.14,minio-7.1.14.tar.gz,source
docker-sign-verify,2.0.7,docker_sign_verify-2.0.7.tar.gz,source
djgentelella,0.3.14,djgentelella-0.3.14.tar.gz,source
djgentelella,0.3.15,djgentelella-0.3.15.tar.gz,source
mercurial,6.4,mercurial-6.4.tar.gz,source
django-codenerix,4.0.23,django-codenerix-4.0.23.tar.gz,source
sdkmanager,0.6.4,sdkmanager-0.6.4.tar.gz,source
ewokscore,0.3.2,ewokscore-0.3.2.tar.gz,source
ewoksorange,0.1.6,ewoksorange-0.1.6.tar.gz,source
ewoks,0.1.5,ewoks-0.1.5.tar.gz,source
ewoksjob,0.2.0,ewoksjob-0.2.0.tar.gz,source
ewokscore,0.3.3,ewokscore-0.3.3.tar.gz,source
ewoksjob,0.2.1,ewoksjob-0.2.1.tar.gz,source
spin,0.3,spin-0.3.tar.gz,source
pyslurmutils,0.0.6b0,pyslurmutils-0.0.6b0.tar.gz,source
pyslurmutils,0.1.0rc0,pyslurmutils-0.1.0rc0.tar.gz,source
ewoksndreg,0.0.1a0,ewoksndreg-0.0.1a0.tar.gz,source
ewoksndreg,0.0.1a1,ewoksndreg-0.0.1a1.tar.gz,source
borgbackup,1.2.4,borgbackup-1.2.4.tar.gz,source
dissect.target,3.8.dev41,dissect.target-3.8.dev41.tar.gz,source
dissect.contrib,1.3,dissect.contrib-1.3.tar.gz,source
dissect.util,3.7,dissect.util-3.7.tar.gz,source
dissect.cim,3.5,dissect.cim-3.5.tar.gz,source
dissect.eventlog,3.4,dissect.eventlog-3.4.tar.gz,source
dissect.clfs,1.4,dissect.clfs-1.4.tar.gz,source
dissect.cstruct,3.6,dissect.cstruct-3.6.tar.gz,source
dissect.etl,3.4,dissect.etl-3.4.tar.gz,source
dissect.evidence,3.4,dissect.evidence-3.4.tar.gz,source
dissect.extfs,3.4,dissect.extfs-3.4.tar.gz,source
dissect.executable,1.2,dissect.executable-1.2.tar.gz,source
dissect.ffs,3.4,dissect.ffs-3.4.tar.gz,source
dissect.ole,3.4,dissect.ole-3.4.tar.gz,source
dissect.fat,3.4,dissect.fat-3.4.tar.gz,source
dissect.hypervisor,3.6,dissect.hypervisor-3.6.tar.gz,source
dissect.thumbcache,1.3,dissect.thumbcache-1.3.tar.gz,source
dissect.regf,3.4,dissect.regf-3.4.tar.gz,source
dissect.shellitem,3.4,dissect.shellitem-3.4.tar.gz,source
dissect.sql,3.4,dissect.sql-3.4.tar.gz,source
dissect.volume,3.4,dissect.volume-3.4.tar.gz,source
dissect.vmfs,3.4,dissect.vmfs-3.4.tar.gz,source
dissect.squashfs,1.1,dissect.squashfs-1.1.tar.gz,source
dissect.xfs,3.4,dissect.xfs-3.4.tar.gz,source
dissect.ntfs,3.4,dissect.ntfs-3.4.tar.gz,source
acquire,3.5,acquire-3.5.tar.gz,source
dissect.esedb,3.6,dissect.esedb-3.6.tar.gz,source
dissect.target,3.8,dissect.target-3.8.tar.gz,source
dissect,3.5.dev4,dissect-3.5.dev4.tar.gz,source
dissect,3.5,dissect-3.5.tar.gz,source
sagemaker,2.141.0,sagemaker-2.141.0.tar.gz,source
inmanta-dev-dependencies,2.64.0,inmanta_dev_dependencies-2.64.0.tar.gz,source
test-project-python,0.0.2.post9,test-project-python-0.0.2.post9.tar.gz,source
stripe,5.3.0,stripe-5.3.0.tar.gz,source
stripe,5.4.0b1,stripe-5.4.0b1.tar.gz,source
argcomplete,2.1.2,argcomplete-2.1.2.tar.gz,source
wafer-debconf,0.11.1,wafer-debconf-0.11.1.tar.gz,source
spin,0.2,spin-0.2.tar.gz,source
test-project-python,0.0.2.post3,test-project-python-0.0.2.post3.tar.gz,source
diffoscope,239,diffoscope-239.tar.gz,source
tsp-client,0.1.4,tsp-client-0.1.4.tar.gz,source
Zope,5.8.1,Zope-5.8.1.tar.gz,source
acquire,3.5.dev7,acquire-3.5.dev7.tar.gz,source
acquire,3.5.dev6,acquire-3.5.dev6.tar.gz,source
dissect.target,3.8.dev32,dissect.target-3.8.dev32.tar.gz,source
zcatalyst-sdk,0.0.2rc1,zcatalyst_sdk-0.0.2rc1.tar.gz,source
ewoksorange,0.1.5,ewoksorange-0.1.5.tar.gz,source
melizalab-tools,2023.3.17,melizalab-tools-2023.3.17.tar.gz,source
sp-variant,3.1.2,sp-variant-3.1.2.tar.gz,source
sagemaker,2.140.0,sagemaker-2.140.0.tar.gz,source
sagemaker-inference,1.9.0,sagemaker_inference-1.9.0.tar.gz,source
abnf,2.2.0,abnf-2.2.0.tar.gz,source
inmanta-dev-dependencies,2.63.0,inmanta_dev_dependencies-2.63.0.tar.gz,source
argcomplete,3.0.0,argcomplete-3.0.0.tar.gz,source
argcomplete,3.0.1,argcomplete-3.0.1.tar.gz,source
argcomplete,3.0.2,argcomplete-3.0.2.tar.gz,source
Django,4.2rc1,Django-4.2rc1.tar.gz,source
test-project-python,0.0.2.post5,test-project-python-0.0.2.post5.tar.gz,source
requirements-wayback-machine,0.1.0,requirements-wayback-machine-0.1.0.tar.gz,source
requirements-wayback-machine,0.1.1,requirements-wayback-machine-0.1.1.tar.gz,source
cppyy-cling,6.28.0,cppyy-cling-6.28.0.tar.gz,source
dissect.target,3.8.dev33,dissect.target-3.8.dev33.tar.gz,source
ewoks,0.1.3,ewoks-0.1.3.tar.gz,source
sagemaker-pytorch-inference,2.0.13,sagemaker_pytorch_inference-2.0.13.tar.gz,source
CPyCppyy,1.12.13,CPyCppyy-1.12.13.tar.gz,source
cppyy,3.0.0,cppyy-3.0.0.tar.gz,source
cppyy-backend,1.14.11,cppyy-backend-1.14.11.tar.gz,source
MonkeyType,23.3.0,MonkeyType-23.3.0.tar.gz,source
lazr.delegates,2.1.0,lazr.delegates-2.1.0.tar.gz,source
django-slack,5.19.0,django-slack-5.19.0.tar.gz,source
jpmml-evaluator,0.7.1,jpmml_evaluator-0.7.1.tar.gz,source
openwisp-sphinx-theme,1.0.0,openwisp-sphinx-theme-1.0.0.tar.gz,source
cloud-shepherd,2.0.4,cloud-shepherd-2.0.4.tar.gz,source
cloud-shepherd,2.0.5,cloud-shepherd-2.0.5.tar.gz,source
tendril-auth,0.2.12,tendril-auth-0.2.12.tar.gz,source
salt,3006.0rc1,salt-3006.0rc1.tar.gz,source
askGPT,0.6.0,askGPT-0.6.0.tar.gz,source
askGPT,0.6.1,askGPT-0.6.1.tar.gz,source
diffoscope,238,diffoscope-238.tar.gz,source
mercurial,6.3.3,mercurial-6.3.3.tar.gz,source
git-fame,2.0.0,git-fame-2.0.0.tar.gz,source
sagemaker-training,4.4.7,sagemaker_training-4.4.7.tar.gz,source
sagemaker,2.135.1.post0,sagemaker-2.135.1.post0.tar.gz,source
opensearch-py,2.2.0,opensearch-py-2.2.0.tar.gz,source
hszinc,1.3.2,hszinc-1.3.2.tar.gz,source
foxglove,0.1.5,foxglove-0.1.5.tar.gz,source
diffoscope,237,diffoscope-237.tar.gz,source
darfix,0.9.7,darfix-0.9.7.tar.gz,source
Weblate,4.16,Weblate-4.16.tar.gz,source
Weblate,4.16.1,Weblate-4.16.1.tar.gz,source
django-tags-input,6.0.0,django-tags-input-6.0.0.tar.gz,source
sp-variant,3.1.1,sp-variant-3.1.1.tar.gz,source
sagemaker,2.135.1,sagemaker-2.135.1.tar.gz,source
ubelt,1.2.4,ubelt-1.2.4.tar.gz,source
beanbag-docutils,2.1.1,beanbag-docutils-2.1.1.tar.gz,source
aj,2.2.4,aj-2.2.4.tar.gz,source
ajenti-panel,2.2.4,ajenti-panel-2.2.4.tar.gz,source
ajenti.plugin.core,0.104,ajenti.plugin.core-0.104.tar.gz,source
ajenti.plugin.filemanager,0.31,ajenti.plugin.filemanager-0.31.tar.gz,source
ajenti.plugin.filesystem,0.50,ajenti.plugin.filesystem-0.50.tar.gz,source
ajenti.plugin.network,0.30,ajenti.plugin.network-0.30.tar.gz,source
ajenti.plugin.services,0.35,ajenti.plugin.services-0.35.tar.gz,source
ajenti.plugin.core,0.105,ajenti.plugin.core-0.105.tar.gz,source
squad,1.64.1,squad-1.64.1.tar.gz,source
askGPT,0.4.22,askGPT-0.4.22.tar.gz,source
askGPT,0.4.23,askGPT-0.4.23.tar.gz,source
matplotlib,3.7.0,matplotlib-3.7.0.tar.gz,source
fedrq,0.3.0,fedrq-0.3.0.tar.gz,source
merge3,0.0.13,merge3-0.0.13.tar.gz,source
ethereum-tools,0.1.6,ethereum-tools-0.1.6.tar.gz,source
heroprotocol,2.55.3.89754,heroprotocol-2.55.3.89754.tar.gz,source
patiencediff,0.2.13,patiencediff-0.2.13.tar.gz,source
SQLAlchemy,2.0.2,SQLAlchemy-2.0.2.tar.gz,source
alembic,1.9.3,alembic-1.9.3.tar.gz,source
Djblets,3.2,Djblets-3.2.tar.gz,source
ReviewBoard,5.0.2,ReviewBoard-5.0.2.tar.gz,source
getargv,0.3,getargv-0.3.tar.gz,source
test-stages,0.1.0,test_stages-0.1.0.tar.gz,source
test-stages,0.1.1,test_stages-0.1.1.tar.gz,source
buildlog-consultant,0.0.33,buildlog-consultant-0.0.33.tar.gz,source
sagemaker,2.132.0,sagemaker-2.132.0.tar.gz,source
kolibri,0.15.11,kolibri-0.15.11.tar.gz,source
sphinx-rtd-theme,1.2.0,sphinx_rtd_theme-1.2.0.tar.gz,source
